id	uri	name_translit	name_arabic	alias_names	birth_year	death_year	floruit_years	description
95451	https://ismi.mpiwg-berlin.mpg.de/person/95451	Abū Aḥmad Yaḥyỳ ibn ʿAlī Yaḥyỳ ibn Abī Manṣūr al-Munajjim	أبو أحمد  يحيى بن علي بن يحيى بن أبي منصور المنجّم	Yaḥyá ibn ʿAlī, Yaḥyá al-Munajjim, Ibn al-Munajjim	856	912		TEXT[95269] was_created_by, PLACE[167760] lived_in, PLACE[167760] was_born_in
95465	https://ismi.mpiwg-berlin.mpg.de/person/95465	Muḥammad ibn Ḥasan al-ʿAlamī		Muḥammad ibn Ḥasan al-ʿAlamī				TEXT[76985] was_created_by
95537	https://ismi.mpiwg-berlin.mpg.de/person/95537	Abū al-Ḥasan ibn Abī Rāfīʿ	أبو الحسن بن أبي رافيع	Ibn Abī Rāfīʿ			800	TEXT[96202] was_created_by
95610	https://ismi.mpiwg-berlin.mpg.de/person/95610	Abū al-Ḥusayn Isḥāq ibn Ibrāhīm ibn Zayd ibn Karnīb	أبو الحسین إسحاق بن إبراهیم بن زید بن كرنيب	Isḥāq ibn Karnīb, Abū al-Ḥusayn ibn Karnīb			800	TEXT[115238] was_created_by, TEXT[138085] was_created_by, PLACE[167760] lived_in
95658	https://ismi.mpiwg-berlin.mpg.de/person/95658	Abū Kāmil Šujāʿ ibn Aslam ibn Muḥammad al-Ḥāsib al-Miṣrī	أبو كامل شجاع بن أسلم بن محمد الحاسب المصري	Auoquamel, al-Ḥāsib al-Miṣrī, Abū Kāmil al-Miṣrī, Abū Kāmil	850	930		TEXT[497849] was_created_by, TEXT[126023] was_created_by, TEXT[137058] was_created_by, TEXT[67734] was_created_by, TEXT[140089] was_created_by, TEXT[135604] was_created_by, TEXT[145201] was_created_by, TEXT[110661] was_created_by, TEXT[131703] was_created_by, TEXT[126603] was_created_by, TEXT[103210] was_created_by, TEXT[57942] was_created_by, TEXT[128207] was_created_by, PLACE[85226] lived_in
95714	https://ismi.mpiwg-berlin.mpg.de/person/95714	ʿAbd al-Raḥman	عبد الرحمن	ʿAbd al-Raḥman				WITNESS[95770] was_copied_by
95782	https://ismi.mpiwg-berlin.mpg.de/person/95782	Abū al-Rabīʿ Ḥāmid ibn ʿAlī al-Wāsiṭī	أبو الربيع حامد بن علي الواسطي	Ḥāmid ibn ʿAlī al-Wāsiṭī			950	TEXT[60616] was_created_by, TEXT[92053] was_created_by
95976	https://ismi.mpiwg-berlin.mpg.de/person/95976	Qusṭā ibn Lūqā al-Baʿalbakī	قسطا بن لوقا البعلبكي	قسطا بن لوقا, Qusṭā ibn Lūqā, Costa ben Luca		900		TEXT[138779] was_created_by, TEXT[55438] was_created_by, TEXT[110807] was_created_by, TEXT[105532] was_created_by, TEXT[74051] was_created_by, TEXT[115249] was_created_by, TEXT[91547] was_created_by, TEXT[99244] was_created_by, TEXT[269604] was_created_by, TEXT[502026] was_created_by, TEXT[135036] was_created_by, TEXT[75095] was_created_by, TEXT[495305] was_created_by, TEXT[70562] was_created_by, TEXT[171228] was_created_by, TEXT[143837] was_created_by, TEXT[495743] was_created_by, TEXT[107091] was_created_by, TEXT[152380] was_created_by, TEXT[71546] was_created_by, TEXT[88579] was_created_by, TEXT[269616] was_created_by, TEXT[269612] was_created_by, TEXT[133308] was_created_by, TEXT[102800] was_created_by, PLACE[167760] lived_in, PLACE[87149] lived_in, PLACE[87149] was_born_in
96022	https://ismi.mpiwg-berlin.mpg.de/person/96022	Taqī al-Dīn Ahmad ibn Taymīyaẗ 	 تقي الدين أحمد ابن تيمية	عبد الحليم بن عبد السليم بن عبد الله بن محمد بن تيمية تقي الدين الحراني الحنبلي, ابن تيمية, Taqī al-Dīn Abū al-ʿAbbās Aḥmad Ibn Taymīya, Ibn Taymīya, Abū al-ʿAbbās Aḥmad ibn ʿAbd al-Ḥalīm ibn ʿAbd al-Salām ibn ʿAbd Allāh ibn Muḥammad ibn Taymīyaẗ Taqī al-Dīn al-Ḥarrānī al-Ḥanbalī 	1263	1328		TEXT[94403] was_created_by, TEXT[541713] was_created_by, TEXT[541703] was_created_by
96038	https://ismi.mpiwg-berlin.mpg.de/person/96038	Abū Jaʿfar Aḥmad ibn Yūsuf ibn Ibrāhīm ibn al-Dāyah al-Miṣrī	أبو جعفر أحمد بن يوسف بن إبراهيم بن الداية المصري	"احمد بن يوسف المصري المهندس کاتب الطولون, أحمد بن يوسف المصري المهندس کاتب الطولون	, Ibn al-Dāyah	, Aḥmad al-Miṣrī"		900		TEXT[69140] was_created_by, TEXT[74086] was_created_by, TEXT[116251] was_created_by, TEXT[108889] was_created_by, PLACE[85226] lived_in
96109	https://ismi.mpiwg-berlin.mpg.de/person/96109	Abū ʿAlī Aḥmad ibn ʿUmar ibn Rustaẗ	أبو علي أحمد بن عمر بن رستة				800	TEXT[130842] was_created_by
96221	https://ismi.mpiwg-berlin.mpg.de/person/96221	Abū ʿUbaydaẗ Muslim ibn Aḥmad al-Layṯī	أبو عبيدة مسلم بن أحمد الليثي	Ṣāḥib al-Qiblah, Muslim ibn Aḥmad al-Laythī		900		PLACE[85178] lived_in, PLACE[85178] was_born_in
96225	https://ismi.mpiwg-berlin.mpg.de/person/96225	Dāwūd al-Anṭākī	داوود الأنطاكي	Dawud Ibn 'Umar al-Antaki, Dāwūd al-Anṭākī, David of Antioch		1599		TEXT[425538] was_created_by, PLACE[85658] lived_in, PLACE[85226] lived_in, PLACE[127632] lived_in, PLACE[127632] died_in
96309	https://ismi.mpiwg-berlin.mpg.de/person/96309	Abū Yaʿqūb Isḥāq ibn Ḥunayn ibn Isḥāq al-ʿIbādī	أبو يعقوب إسحاق بن حنين بن إسحاق العبادي	Isḥāq ibn Ḥunayn	830	910		TEXT[542667] was_created_by, TEXT[102349] was_created_by, TEXT[113980] was_created_by, TEXT[50090] was_created_by, TEXT[497489] was_created_by, PERSON[207381] was_student_of, PLACE[167760] lived_in
96398	https://ismi.mpiwg-berlin.mpg.de/person/96398	Abū Barzah al-Faḍl ibn Muḥammad ibn ʿAbd al-Ḥamīd ibn Wāsiʿ al-Ḫuṭṭalī 	أبو برزة الفضل بن محمد بن عبد الحميد بن واسع الخطّلي	Abū Barzah		910		TEXT[99615] was_created_by, TEXT[152648] was_created_by
96581	https://ismi.mpiwg-berlin.mpg.de/person/96581	ʿImād al-Dīn ibn Muḥammad ibn Yaḥyỳ ibn ʿAlī al-Fārsī 	عماد الدين بن محمد بن يحيى بن علي الفارسي	ʿImād al-Dīn ibn Muḥammad ibn Yaḥyỳ al-Fārsī 				TEXT[96760] was_created_by
96609	https://ismi.mpiwg-berlin.mpg.de/person/96609	Abū Bakr Muḥammad ibn Zakariyyāʾ al-Rāzī	أبو بكر محمد بن زكريّاء الرازي	Rāzī	865	925		TEXT[81208] was_created_by, TEXT[76832] was_created_by, TEXT[144051] was_created_by, TEXT[140242] was_created_by, TEXT[141760] was_created_by, TEXT[53935] was_created_by, TEXT[99075] was_created_by, TEXT[97548] was_created_by, TEXT[120156] was_created_by, TEXT[73478] was_created_by, TEXT[129466] was_created_by, TEXT[55999] was_created_by, TEXT[96522] was_created_by, TEXT[66922] was_created_by, TEXT[133427] was_created_by, TEXT[119644] was_created_by, TEXT[133967] was_created_by, TEXT[112866] was_created_by, TEXT[137496] was_created_by, TEXT[52503] was_created_by, TEXT[151180] was_created_by, TEXT[83726] was_created_by, TEXT[95055] was_created_by, TEXT[126985] was_created_by, TEXT[142673] was_created_by, TEXT[150051] was_created_by, TEXT[108377] was_created_by, PLACE[167760] lived_in, PLACE[87984] lived_in, PLACE[87984] was_born_in
96648	https://ismi.mpiwg-berlin.mpg.de/person/96648	Abū Bakr Muḥammad ibn al-Ḥasan ibn Durayd	أبو بكر محمد بن الحسن بن دريد	Ibn Durayd	838	933		TEXT[148455] was_created_by
96671	https://ismi.mpiwg-berlin.mpg.de/person/96671	Ṣadr al-Dīn Muḥammad ibn Ġiyāṯ al-Dīn Manṣūr al-Ḥusaynī al-Daštakī al-Šīrāzī	صدر الدين محمد بن غياث الدين منصور الحسيني الدشتكي الشيرازي	Ṣadr al-Dīn Muḥammad ibn Ġiyāṯ al-Dīn al-Šīrāzī , Ṣadr al-Dīn al-Daštakī al-Šīrāzī	1425	1498		PLACE[87384] lived_in, PLACE[85653] was_born_in, PLACE[85653] died_in, TEXT[131669] was_created_by, TEXT[95083] was_created_by, TEXT[153279] was_created_by, TEXT[97657] was_created_by, TEXT[398318] was_created_by
96756	https://ismi.mpiwg-berlin.mpg.de/person/96756	Abū ʿAlī Muḥammad ibn ʿAlī ibn al-Ḥasan ibn Bišr al-Ḥakīm al-Tirmiḏī	أبو علي محمد بن علي بن الحسن بن بشر الحكيم الترمذي	"Muḥammad al-Ḥakīm al-Tirmidhī	"	859	932		TEXT[352304] was_created_by, TEXT[360405] was_created_by
96777	https://ismi.mpiwg-berlin.mpg.de/person/96777	Abū al-ʿAbbās ibn Yaḥyỳ	أبو العبّاس بن يحيی				800	TEXT[98999] was_created_by
97064	https://ismi.mpiwg-berlin.mpg.de/person/97064	Abū Muḥammad Bakr ibn Ḫāṭib al-Marādī al-Makfūf al-Qurṭubī	أبو محمد بکر بن خاطب المرادي المكفوف القرطبي	Bakr ibn Khāṭib al-Marādī			900	PLACE[85178] lived_in
97087	https://ismi.mpiwg-berlin.mpg.de/person/97087	Abū Ġālib Ḥubāb ibn ʿIbādah al-Faraḍī	أبو غالب حباب بن عبادة الفرضي	"Ḥubāb ibn ʿIbādah al-Faraḍī	"			900	PERSON[57269] was_student_of, PLACE[85178] lived_in
97367	https://ismi.mpiwg-berlin.mpg.de/person/97367	Abū ʿAbd Allāh Muḥammad ibn Jābir ibn Sinān al-Battānī al-Ḥarrānī al-Ṣābīʾ	أبو عبد الله محمّد بن جابر بن سنان البتّاني الحرّاني الصابيء	Albatenius, Albategnius	840	920	893	TEXT[94232] was_created_by, TEXT[295092] was_created_by, TEXT[151244] was_created_by, TEXT[143648] was_created_by, TEXT[32539] was_created_by, TEXT[32393] was_created_by, TEXT[295076] was_created_by, TEXT[70014] was_created_by, PLACE[363352] lived_in, PLACE[167760] lived_in
97470	https://ismi.mpiwg-berlin.mpg.de/person/97470	Abū al-Ṯanāʾ Šams al-Dīn Maḥmūd ibn ʿAbd al-Raḥmān al-Iṣfahānī 	ابو الثناء شمس الدين محمود بن عبد الرحمن الإصفهاني	Mahmud b. Abd al-Rahman al-Isfahani		1348		TEXT[152377] was_created_by, TEXT[119282] was_created_by, PLACE[484892] lived_in, PLACE[85226] lived_in
97674	https://ismi.mpiwg-berlin.mpg.de/person/97674	Yaḥyỳ ibn ʿAjlān	يحيى بن عجلان				900	PLACE[142614] lived_in
97792	https://ismi.mpiwg-berlin.mpg.de/person/97792	Baḥr al-ʿUlūm ʿAbd al-ʿAlī ibn Niẓām al-Dīn al-Lakhnawī 	بحر العلوم عبد العلي بن نظام الدين اللكهنوي	Baḥr al-ʿUlūm ʿAbd al-ʿAlī al-Lakhnawī 		1819		TEXT[97764] was_created_by, TEXT[94241] was_created_by
97829	https://ismi.mpiwg-berlin.mpg.de/person/97829	Abū al-ʿAbbās al-Faḍl ibn Ḥātim al-Nayrīzī	أبو العبّاس الفضل بن حاتم النيريزي	Nayrīzī, Faḍl ibn Ḥātim al-Nayrīzī, Anaritius		922		TEXT[356110] was_created_by, TEXT[97229] was_created_by, TEXT[149744] was_created_by, TEXT[97217] was_created_by, TEXT[96585] was_created_by, TEXT[70767] was_created_by, TEXT[97719] was_created_by, TEXT[52218] was_created_by, TEXT[93827] was_created_by, TEXT[144117] was_created_by, TEXT[97152] was_created_by, TEXT[117297] was_created_by, TEXT[127708] was_created_by, TEXT[123641] was_created_by, TEXT[117523] was_created_by, PLACE[167760] lived_in
97897	https://ismi.mpiwg-berlin.mpg.de/person/97897	Muḥammad ibn ʿAbd Allāh ibn Samʿān	محمد بن عبد الله بن سمعان	Ibn Samʿān			800	PERSON[98608] was_student_of, TEXT[130160] was_created_by
97901	https://ismi.mpiwg-berlin.mpg.de/person/97901	Muḥammad Ḥusayn al-Bukhārī		Muḥammad Ḥusayn al-Bukhārī				TEXT[145214] was_created_by
98009	https://ismi.mpiwg-berlin.mpg.de/person/98009	Abū Ḥanīfaẗ Aḥmad ibn Dāwūd ibn Wanand al-Dīnawarī	أبو حنيفة أحمد بن داوود بن ونند الدينوري				800	TEXT[137459] was_created_by, TEXT[114214] was_created_by, TEXT[124749] was_created_by, TEXT[95941] was_created_by, TEXT[113643] was_created_by, TEXT[95922] was_created_by, TEXT[112570] was_created_by, TEXT[65941] was_created_by, TEXT[145467] was_created_by, TEXT[62942] was_created_by, TEXT[72032] was_created_by, PLACE[87474] lived_in, PLACE[450324] lived_in
98080	https://ismi.mpiwg-berlin.mpg.de/person/98080	Abū Yūsuf Yaʿqūb ibn ʿAlī al-Qaṣrānī al-Qaršī	أبو يوسف يعقوب بن علي القصراني القرشي	Yaʿqūb al-Qaṣrānī, Qaṣrānī , Al-Qayṣarānī, Abū Yūsuf al-Qarshī,  Abū Yūsuf Yaʿqūb al-Qarshī			800	TEXT[153133] was_created_by, PERSON[98608] was_student_of
98186	https://ismi.mpiwg-berlin.mpg.de/person/98186	Abū al-Qāsim al-Qaṣrānī	أبو القاسم القصراني	al-Qaṣrī, al-Qaṣārī	900	1022		PLACE[167760] lived_in
98260	https://ismi.mpiwg-berlin.mpg.de/person/98260	Abū al-ʿAnbas Muḥammad ibn Isḥāq ibn Ibrāhīm al-Ṣaymarī	أبو العنبس محمّد بن إسحاق بن إبراهيم الصيمري	ابو العمنس الصيمري, Ṣaymarī, Muḥammad al-Ṣaymarī, Abū al-ʿAnbas al-Ṣaymarī	826	888		TEXT[92330] was_created_by, TEXT[129060] was_created_by, TEXT[138279] was_created_by, TEXT[105369] was_created_by, TEXT[132294] was_created_by, PLACE[93604] lived_in, PLACE[93604] was_born_in
98373	https://ismi.mpiwg-berlin.mpg.de/person/98373	Abū Muḥammad ʿAbd Allāh ibn Muslim ibn Qutaybah al-Dīnawarī	أبو محمد عبد الله بن مسلم بن قتيبة الدينوري	ʿAbd Allāh ibn Qutaybat al-Dīnawarī	828	889		TEXT[76686] was_created_by, TEXT[58762] was_created_by, TEXT[60825] was_created_by, TEXT[110143] was_created_by, TEXT[119086] was_created_by, TEXT[137574] was_created_by, TEXT[116262] was_created_by, TEXT[119202] was_created_by, PLACE[167760] lived_in
98397	https://ismi.mpiwg-berlin.mpg.de/person/98397	Muḥammad ibn Yaḥyỳ ibn Akṯam al-Qāḍī	محمد بن يحيى بن أكثم القاضي	Muḥammad ibn Aktham			800	PLACE[167760] lived_in, TEXT[127615] was_created_by
98445	https://ismi.mpiwg-berlin.mpg.de/person/98445	Abū ʿAlī ʿAbd Allāh ibn ʿAlī al-Dandānī	أبو علي عبد الله بن علي الدنداني	Randānī, Dandānī			800	TEXT[450222] was_created_by
98555	https://ismi.mpiwg-berlin.mpg.de/person/98555	Abū al-Qāsim ʿAbbās ibn Firnās al-Takurunnī	أبو القاسم عباس بن فرناس التكرنّي	ʿAbbās ibn Firnās, Ḥakīm al-Andalus		887		PLACE[85178] lived_in
98608	https://ismi.mpiwg-berlin.mpg.de/person/98608	Abū Maʿšar Jaʿfar ibn Muḥammad ibn ʿUmar al-Balḫī	أبو معشر جعفر بن محمد بن عمر البلخي	جعفر بن محمد بن عمر البلخي ابو معشر, ابي معشر البلخي, Albumasar, Abū Maʿshar, Abī Maʿshar al-Balkhī	787	886		TEXT[86594] was_created_by, TEXT[156459] was_created_by, TEXT[151006] was_created_by, TEXT[69782] was_created_by, TEXT[65486] was_created_by, TEXT[75248] was_created_by, TEXT[95639] was_created_by, TEXT[120225] was_created_by, TEXT[131353] was_created_by, TEXT[50725] was_created_by, TEXT[141720] was_created_by, TEXT[88656] was_created_by, TEXT[54571] was_created_by, TEXT[133458] was_created_by, TEXT[43001] was_created_by, TEXT[102388] was_created_by, TEXT[145198] was_created_by, TEXT[110644] was_created_by, TEXT[123435] was_created_by, TEXT[143615] was_created_by, TEXT[80109] was_created_by, TEXT[55747] was_created_by, TEXT[270572] was_created_by, PLACE[167760] lived_in, PLACE[458696] lived_in, PLACE[153791] lived_in, PLACE[458696] died_in, PERSON[99547] was_student_of, PERSON[335093] was_student_of, PERSON[97897] was_student_of, PERSON[98080] was_student_of, PERSON[184790] was_student_of, PLACE[153791] was_born_in
98718	https://ismi.mpiwg-berlin.mpg.de/person/98718	Muḥammad ibn al-Ḥusayn ibn Ḥamīd ibn al-Ādamī	محمد بن الحسين بن حميد بن الآدمي	Ibn al-Ādamī			800	TEXT[153849] was_created_by, PLACE[167760] lived_in
98807	https://ismi.mpiwg-berlin.mpg.de/person/98807	Abū ʿAlī al-Ḥusayn ibn Muḥammad al-Ādamī	أبو علي الحسين بن محمد الآدمي	Ādamī			873	TEXT[92833] was_created_by, PLACE[167760] lived_in
98851	https://ismi.mpiwg-berlin.mpg.de/person/98851	Muḥammad ibn Aḥmad ibn Yūsuf  al-Samarqandī	محمد بن أحمد بن يوسف السمرقندي	Muḥammad al-Samarqandī			865	TEXT[129563] was_created_by, PLACE[362860] lived_in
98980	https://ismi.mpiwg-berlin.mpg.de/person/98980	Abū Saʿīd al-Ḍarīr al-Jurjānī	أبو سعيد الضرير الجرجاني	Abū Saʿīd al-Ḍarīr 			800	TEXT[78450] was_created_by, TEXT[116441] was_created_by, TEXT[126680] was_created_by, PERSON[106549] was_student_of
99134	https://ismi.mpiwg-berlin.mpg.de/person/99134	Ḥaydar ibn ʿAbd al-Raḥmān al-Ḥusaynī al-Jazarī	حيدر بن عبد الرحمن الحسيني الجزري	حيدر بن السيد عبد الرحمان الحسينى الجزري 				TEXT[99160] was_created_by
99211	https://ismi.mpiwg-berlin.mpg.de/person/99211	ʿAbdarraḥmān (ʿAbdalbarr?) ibn ʿAbdallāh ibn Yūsuf ibn Sayfaddīn al-Ujhūrī		ʿAbdarraḥmān ibn ʿAbdallāh ibn Yūsuf al-Ujhūrī				TEXT[63291] was_created_by
99240	https://ismi.mpiwg-berlin.mpg.de/person/99240	Abū ʿAbd Allāh Muḥammad ibn ʿĪsỳ ibn Aḥmad al-Māhānī	أبو عبد الله محمد بن عيسی بن أحمد الماهاني	Māhānī		870	850	TEXT[140263] was_created_by, TEXT[119490] was_created_by, TEXT[114433] was_created_by, TEXT[113218] was_created_by, TEXT[99561] was_created_by, TEXT[118671] was_created_by, TEXT[117208] was_created_by
99414	https://ismi.mpiwg-berlin.mpg.de/person/99414	Abū al-Ḥamīd ibn ʿAbd al-ʿAzīz al-Qāḍī	أبو الحميد بن عبد العزيز القاضي			905		TEXT[81734] was_created_by, PLACE[174694] lived_in, PLACE[93604] lived_in
99447	https://ismi.mpiwg-berlin.mpg.de/person/99447	ʿAlī ibn Dāʾūd al-Yahūdī		ʿAlī ibn Dāʾūd				TEXT[157219] was_created_by
99485	https://ismi.mpiwg-berlin.mpg.de/person/99485	Ibn Sīmawaih al-Yahūdī	ابن سيمويه اليهودي	Ibn Saymūyaẗ			800	TEXT[78062] was_created_by, TEXT[77085] was_created_by
99547	https://ismi.mpiwg-berlin.mpg.de/person/99547	ʿAbd Allāh ibn Masrūr al-Naṣrānī	عبد الله بن مسرور النصراني	ʿAbd Allāh ibn Masrūr			800	PERSON[98608] was_student_of, TEXT[72158] was_created_by, TEXT[93336] was_created_by
99634	https://ismi.mpiwg-berlin.mpg.de/person/99634	Akbar Šāh Jahān Ābādī Čištī	أكبر شاه جهان ابادي چشتي					WITNESS[183906] was_copied_by, WITNESS[67860] was_copied_by, WITNESS[90164] was_copied_by, WITNESS[112151] was_copied_by
99638	https://ismi.mpiwg-berlin.mpg.de/person/99638	Muḥammad ibn Arqam al-Sabāʿī	محمد بن أرقم السباعي	Muḥammad al-Sabāʿī			800	PLACE[85178] lived_in, PLACE[85178] was_born_in
99756	https://ismi.mpiwg-berlin.mpg.de/person/99756	Aḥmad ibn Abī  Yaʿqūb ibn Jaʿfar ibn Wahb ibn Wāḍiḥ al-Kātib al-ʿAbbāsī al-Yaʿqūbī	أحمد بن أبي يعقوب بن جعفر بن وهب بن واضح الكاتب العباسي اليعقوبي	Aḥmad al-Yaʿqūbī			800	TEXT[151633] was_created_by, TEXT[47722] was_created_by, PLACE[310384] lived_in, PLACE[173852] lived_in
99840	https://ismi.mpiwg-berlin.mpg.de/person/99840	Abū al-ʿAbbās al-Īrānšahrī	أبو العبّاس الإيرانشهري				800	TEXT[345983] was_created_by, TEXT[134429] was_created_by, TEXT[68130] was_created_by, PLACE[85301] lived_in, PLACE[85301] was_born_in
100078	https://ismi.mpiwg-berlin.mpg.de/person/100078	Abū al-Ḥasan Ṯābit ibn Qurrah al-Ḥarrānī al-Ṣābiʾ 	أبو الحسن ثابت بن قرّة الحرّاني الصابئ 	ثابت بن قرة,  Thābit ibn Qurrah	836	901		TEXT[80362] was_created_by, TEXT[137990] was_created_by, TEXT[125165] was_created_by, TEXT[50843] was_created_by, TEXT[137292] was_created_by, TEXT[49276] was_created_by, TEXT[123505] was_created_by, TEXT[47243] was_created_by, TEXT[54215] was_created_by, TEXT[125132] was_created_by, TEXT[122307] was_created_by, TEXT[117168] was_created_by, TEXT[111321] was_created_by, TEXT[61157] was_created_by, TEXT[58565] was_created_by, TEXT[76006] was_created_by, TEXT[53510] was_created_by, TEXT[65716] was_created_by, TEXT[124812] was_created_by, TEXT[95018] was_created_by, TEXT[99876] was_created_by, TEXT[96172] was_created_by, TEXT[58430] was_created_by, TEXT[127978] was_created_by, TEXT[83865] was_created_by, TEXT[70528] was_created_by, TEXT[62496] was_created_by, TEXT[142636] was_created_by, TEXT[114787] was_created_by, TEXT[129499] was_created_by, TEXT[73645] was_created_by, TEXT[82849] was_created_by, TEXT[122668] was_created_by, TEXT[55263] was_created_by, TEXT[10051] was_created_by, TEXT[107619] was_created_by, TEXT[133868] was_created_by, TEXT[157300] was_created_by, TEXT[97161] was_created_by, TEXT[121154] was_created_by, TEXT[113796] was_created_by, TEXT[49638] was_created_by, TEXT[68712] was_created_by, TEXT[121879] was_created_by, TEXT[495277] was_created_by, TEXT[54791] was_created_by, TEXT[150464] was_created_by, TEXT[142605] was_created_by, TEXT[95367] was_created_by, TEXT[84646] was_created_by, TEXT[147043] was_created_by, TEXT[135275] was_created_by, TEXT[139971] was_created_by, TEXT[86767] was_created_by, TEXT[6700] was_created_by, TEXT[116184] was_created_by, TEXT[59150] was_created_by, TEXT[68214] was_created_by, TEXT[84713] was_created_by, TEXT[139287] was_created_by, TEXT[81169] was_created_by, TEXT[118453] was_created_by, TEXT[127513] was_created_by, TEXT[51712] was_created_by, TEXT[44392] was_created_by, TEXT[116656] was_created_by, TEXT[132546] was_created_by, TEXT[501240] was_created_by, TEXT[54082] was_created_by, TEXT[141259] was_created_by, TEXT[120183] was_created_by, TEXT[60673] was_created_by, TEXT[109971] was_created_by, TEXT[57104] was_created_by, TEXT[97259] was_created_by, TEXT[95232] was_created_by, TEXT[152226] was_created_by, TEXT[113813] was_created_by, TEXT[105978] was_created_by, TEXT[118519] was_created_by, TEXT[156048] was_created_by, TEXT[142979] was_created_by, TEXT[91975] was_created_by, TEXT[61655] was_created_by, TEXT[150981] was_created_by, TEXT[142688] was_created_by, PLACE[329068] lived_in, PLACE[167760] lived_in, PLACE[347936] lived_in, PERSON[63206] was_student_of, PERSON[52681] was_student_of, PERSON[102917] was_student_of, PLACE[347936] was_born_in
100142	https://ismi.mpiwg-berlin.mpg.de/person/100142	Abū ʿAbd Allāh Hārūn ibn ʿAlī ibn Yaḥyỳ ibn Abī Manṣūr	أبو عبد الله هارون بن علي بن يحيى بن أبي منصور	Yaḥyá ibn Abī Manṣūr, Hārūn ibn ʿAlī		901	850	TEXT[143439] was_created_by, PLACE[167760] lived_in
100166	https://ismi.mpiwg-berlin.mpg.de/person/100166	Dāʾūd ibn Muḥammad al-Qarṣī al-Ḥanafī		Dāʾūd al-Qarṣī		1755		TEXT[179911] was_created_by, TEXT[100107] was_created_by, PLACE[174510] lived_in
100228	https://ismi.mpiwg-berlin.mpg.de/person/100228	Abū ʿAlī ibn Abī Qurraẗ	أبو علي بن أبي قرة	Ibn Abī Qurrah			800	TEXT[125243] was_created_by, PLACE[93607] lived_in
100358	https://ismi.mpiwg-berlin.mpg.de/person/100358	Abū al-ʿAbbās Aḥmad ibn Muḥammad ibn Marwān al-Saraḫsī	أبو العبّاس أحمد بن محمد بن مروان السرخسي	Aḥmad ibn al-Ṭayyib, Aḥmad al-Sarakhsī		899		TEXT[97783] was_created_by, TEXT[59785] was_created_by, TEXT[65224] was_created_by, TEXT[90762] was_created_by, TEXT[155071] was_created_by, TEXT[130386] was_created_by, TEXT[54529] was_created_by, TEXT[97049] was_created_by, TEXT[149975] was_created_by, TEXT[92177] was_created_by, TEXT[96492] was_created_by, PERSON[331135] was_student_of, PERSON[102343] was_student_of, PLACE[331126] lived_in, PLACE[167760] lived_in
100490	https://ismi.mpiwg-berlin.mpg.de/person/100490	Abū Bakr al-Ḥasan ibn al-Ḫāṣib	أبو بكر الحسن بن الخاصب	Ibn al-Khāṣib, al-Khāṣibī, Abū Bakr al-Ḥasan ibn al-Khāṣibī			800	TEXT[118297] was_created_by, TEXT[98753] was_created_by, TEXT[137216] was_created_by, TEXT[96419] was_created_by
100586	https://ismi.mpiwg-berlin.mpg.de/person/100586	Muḥammad ibn ʿAbd al-Barr al-Kilāʾī	محمد بن عبد البرّ الكلائي	Muḥammad al-Kilāʾī	810	890		PLACE[450367] lived_in
100609	https://ismi.mpiwg-berlin.mpg.de/person/100609	Aḥmad ibn Abī Bakr Ṭālib-zāde	أحمد بن أبي بکر طالب زاده	Aḥmad ibn Abī Bakr Ṭālib-zādah				CODEX[36185] owned_by
100705	https://ismi.mpiwg-berlin.mpg.de/person/100705	Ibrāhīm ibn Sayyār ibn Hāniʾ al-Naẓẓām	إبراهيم بن سيّار بن هانئ النظّام	Ibrāhīm ibn Sayyār al-Naẓẓām, Ibrāhīm al-Naẓẓām		835		PLACE[93607] lived_in, PERSON[104684] was_student_of, PLACE[153791] lived_in, PLACE[153791] was_born_in, PLACE[167760] lived_in, PLACE[167760] died_in, PERSON[103275] was_student_of
100809	https://ismi.mpiwg-berlin.mpg.de/person/100809	Mullā ʿAbd Allāh Šihāb al-Dīn ibn al-Ḥusayn Najm al-Dīn ibn Šihāb al-Dīn al-Yazdī al-Šāhābādī 	ملا عبد الله شهاب الدين بن الحسين نجم الدين بن شهاب الدين اليزدي الشاه آبادي 	عبد الله يزدى, عبد الله اليزدي , ʿAbd Allāh Yazdī, Mullā ʿAbd Allāh al-Yazdī al-Šāhābādī 		1606		TEXT[100773] was_created_by, TEXT[100307] was_created_by
100835	https://ismi.mpiwg-berlin.mpg.de/person/100835	Kamāl al-Dīn Maḥmūd ibn Niʿmaẗ Allāh al-Buḫārī 	كمال الدين محمود بن نعمة الله البخاري	Kamāl al-Dīn Maḥmūd ibn Niʿmaẗ Allāh al-Buḫārī 				TEXT[100985] was_created_by
100849	https://ismi.mpiwg-berlin.mpg.de/person/100849	ʿĪsỳ ibn Yūnis	عيسى بن يونس				800	PLACE[167760] lived_in
100894	https://ismi.mpiwg-berlin.mpg.de/person/100894	Muḥammad ibn Yaʿqūb ibn ʿAlī al-Mālikī	محمد بن يعقوب بن على المالكي					WITNESS[182743] was_copied_by
