uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt76260	male	1923				[]	Kissinger, Henry	Henry	Kissinger	Henry Kissinger	كيسنجر، هنري	هنري	كيسنجر	{'كسينجر، هنري'}	{'هنري'}	{'كسينجر، هنري'}	{'Kissinger, Henry Alfred', 'Kissinger, Heinz Alfred'}	'Heinz Alfred', 'Henry Alfred'	'Kissinger'
DiJeSt76291	male	1850-06-24	1916-06-05			[]	Kitchener, Horatio Herbert Kitchener	Horatio Herbert Kitchener	Kitchener	Horatio Herbert Kitchener Kitchener	كتشنر، هوراشيو هربرت	هوراشيو هربرت	كتشنر	set()	set()	set()	{'A rifleman'}	''	''
DiJeSt76416	male	1874-08-14	1958-10-28			Tel Aviv-Yafo (Israel)	Klausner, Joseph	Joseph	Klausner	Joseph Klausner	كلوزنر، يوسف	يوسف	كلوزنر	{'كلاوزنر، يوسف'}	{'يوسف'}	{'كلاوزنر، يوسف'}	{'Klausner, Iosef', 'Klausner, Joseph Gedaliah', 'Klausner, Jozsef', 'Klausner, Joseph', 'Klausner, Jose', 'KLAUSNER, JOSEPH GEDALIAH B. JUDAH LOEB'}	'JOSEPH GEDALIAH B. JUDAH LOEB', 'Jose', 'Iosef', 'Jozsef', 'Joseph', 'Joseph Gedaliah'	'KLAUSNER', 'Klausner'
DiJeSt76539	male	1951-12-27			Kiryat Tivon (Israel)	[]	Klein, Menachem	Menachem	Klein	Menachem Klein	كلاين، مناحيم	مناحيم	كلاين	set()	set()	set()	set()	set()	set()
DiJeSt77054	male					[]	Kober, Avi	Avi	Kober	Avi Kober	كوبر، آفي	آفي	كوبر	{'كوبر، آڤي'}	{'آڤي'}	{'كوبر، آڤي'}	set()	set()	set()
DiJeSt77223	male	1905-09-05	1983-03-03			London (England)	Koestler, Arthur	Arthur	Koestler	Arthur Koestler	كوستلر، ارثر	ارثر	كوستلر	set()	set()	set()	{'Kestler, Artur', 'Koesler, Arthur', 'KOESTLER, ARTHUR B. HENRIK', 'Koestler, Arthur'}	'Arthur', 'ARTHUR B. HENRIK', 'Artur'	'Koesler', 'Koestler', 'KOESTLER', 'Kestler'
DiJeSt77232	female					[]	Kofler, Hannah	Hannah	Kofler	Hannah Kofler	كوفلر، حنه	حنه	كوفلر	set()	set()	set()	{'Kofler, Ḥanah', 'Kofler, Hana'}	'Ḥanah', 'Hana'	'Kofler'
DiJeSt77831	male	1878-07-22	1942			Treblinka (Poland)	Korczak, Janusz	Janusz	Korczak	Janusz Korczak	كورجاك، يانوش	يانوش	كورجاك	{'كورتشلك، يانوش'}	{'يانوش'}	{'كورتشلك، يانوش'}	"{'Goldshmiṭ, Henriḳ', 'Ḳorṭshaḳ, Yanush', 'Korchak, Ioann', 'Korczac, Janusz', 'KORCZAK, JANUSZ', 'Golʹdshmit, Genrik', 'Goldszmit, Henryk', 'Goldshmiṭ, Ḥanokh Henriḳ', ""Ḳorts'aḳ, Yanush"", 'Goldschmidt, Henryk'}"	'Henriḳ', 'Ḥanokh Henriḳ', 'Janusz', 'Genrik', 'Yanush', 'JANUSZ', 'Ioann', 'Henryk'	"'Ḳorṭshaḳ', 'Korchak', ""Ḳorts'aḳ"", 'KORCZAK', 'Golʹdshmit', 'Goldshmiṭ', 'Korczac', 'Goldszmit', 'Goldschmidt'"
DiJeSt77877	male				En Hanetsiv (Israel)	[]	Koren, Michael	Michael	Koren	Michael Koren	كورين، ميخائيل	ميخائيل	كورين	set()	set()	set()	set()	set()	set()
DiJeSt77971	male	1853-07-27	1921-12-25			Poltava (Ukraine)	Korolenko, Vladimir Galaktionovich	Vladimir Galaktionovich	Korolenko	Vladimir Galaktionovich Korolenko	كورولنكو، ڤلاديمير گلكتيونوڤيتش	ڤلاديمير گلكتيونوڤيتش	كورولنكو	{'قرولنكو، ڤلاديمير گلكتيونوڤيتش', 'كرولنكو، ڤلاديمير گلكتيونوڤيتش', 'قورولنكو، ڤلاديمير گلكتيونوڤيتش'}	{'ڤلاديمير گلكتيونوڤيتش'}	{'قرولنكو، ڤلاديمير گلكتيونوڤيتش', 'كرولنكو، ڤلاديمير گلكتيونوڤيتش', 'قورولنكو، ڤلاديمير گلكتيونوڤيتش'}	{'KOROLENKO, VLADIMIR GALAKTIONOVICH', 'Korolenko, Vladimir'}	'Vladimir', 'VLADIMIR GALAKTIONOVICH'	'Korolenko', 'KOROLENKO'
DiJeSt78277	male	1892	1964			[]	Koyré, Alexandre	Alexandre	Koyré	Alexandre Koyré	كواريه، الكسندر	الكسندر	كواريه	set()	set()	set()	{'Koyre, Alexander'}	'Alexander'	'Koyre'
DiJeSt78513	male	1904	1944			[]	Kraus, Paul	Paul	Kraus	Paul Kraus	كراوس، پاول	پاول	كراوس	{'كراوس، پول', 'كراوس، باول'}	{'پول', 'باول'}	{'كراوس، پول', 'كراوس، باول'}	set()	set()	set()
DiJeSt78857	male	1785-02-17	1840-07-31			Ternopilʹ (Ukraine)	Krochmal, Nachman	Nachman	Krochmal	Nachman Krochmal	كروخمال، نحمان	نحمان	كروخمال	set()	set()	set()	{'KROCHMAL, NAHMAN B. SHALOM HACOHEN'}	'NAHMAN B. SHALOM HACOHEN'	'KROCHMAL'
DiJeSt78938	male	1939				[]	Kroyanker, David	David	Kroyanker	David Kroyanker	كرويانكر، دافيد	دافيد	كرويانكر	set()	set()	set()	{'Krojanker, David'}	'David'	'Krojanker'
DiJeSt79322	male	1929-04-01				[]	Kundera, Milan	Milan	Kundera	Milan Kundera	كونديرا، ميلان	ميلان	كونديرا	set()	set()	set()	{'Kountera, Milan'}	'Milan'	'Kountera'
DiJeSt79550	male					[]	Ḳurts, Ṭuviyah	Ṭuviyah	Ḳurts	Ṭuviyah Ḳurts	كورتس، طوبيا	طوبيا	كورتس	{'كورتس، طوفيا'}	{'طوفيا'}	{'كورتس، طوفيا'}	{'Ḳurts, Ṭoviyah', 'Kurz, Tuvia'}	'Ṭoviyah', 'Tuvia'	'Kurz', 'Ḳurts'
DiJeSt79640	male	1906	1966			[]	Quṭb, Sayyid	Sayyid	Quṭb	Sayyid Quṭb	قطب، سيد	سيد	قطب	{'ابن قطب، سيد', 'سيد بن قطب بن ابراهيم،', 'سيد قطب،'}	{'', 'سيد'}	{'', 'ابن قطب، سيد'}	{'Qutb, Sayyid', 'Qutb, Sayyed', 'Kutb, Sayyid', 'Kutub, Seyyid', 'Qotb, Sayed', 'Kotb, Sayed', 'Qutb, Seyyid'}	'Seyyid', 'Sayed', 'Sayyed', 'Sayyid'	'Kutb', 'Kotb', 'Kutub', 'Qutb', 'Qotb'
DiJeSt79986	male	1621-07-08	1695-04-16			Paris (France)	La Fontaine, Jean de	Jean de	La Fontaine	Jean de La Fontaine	لافونتين، ژان دى	ژان دى	لافونتين	{'لافونتهن، جان دى'}	{'جان دى'}	{'لافونتهن، جان دى'}	{'LA - FONTAINE, JEAN, DE', 'Fontaine, Jean de La', 'La Fontaine', 'Lafonten, Jan du', 'Lafonten, Zhan de', 'De La Fontaine, Jean'}	'', 'JEAN, DE', 'Jan du', 'Jean de La', 'Jean', 'Zhan de'	'', 'Fontaine', 'LA - FONTAINE', 'Lafonten', 'De La Fontaine'
DiJeSt80149	male	1901	1981			[]	Lacan, Jacques	Jacques	Lacan	Jacques Lacan	لاكان، چاك	چاك	لاكان	set()	set()	set()	{'Lacan, Jacques'}	'Jacques'	'Lacan'
DiJeSt80200	male	1741	1803			[]	Laclos, Choderlos de	Choderlos de	Laclos	Choderlos de Laclos	دولاكلو، كودرلو	كودرلو	دولاكلو	{'دولاكلو، كودر لو'}	{'كودر لو'}	{'دولاكلو، كودر لو'}	{'M.C. de L.', 'Delaclos, Pierre Ambroise Francois Choderlos', 'C. de L.', 'Laclos, Pierre Ambroise Francois Choderlos de', 'Choderlos de Laclos, Pierre Ambroise Francois', 'Laclos, Pierre Ambroise Frangois Choderlos de', 'De Laclos, Choderlos', 'L., C. de'}	'', 'Choderlos', 'Pierre Ambroise Francois Choderlos', 'Pierre Ambroise Francois', 'C. de', 'Pierre Ambroise Francois Choderlos de', 'Pierre Ambroise Frangois Choderlos de'	'', 'Choderlos de Laclos', 'De Laclos', 'Delaclos', 'Laclos', 'L.'
DiJeSt80212	male					[]	Lacouture, Jean	Jean	Lacouture	Jean Lacouture	لاكوتير، جان	جان	لاكوتير	set()	set()	set()	set()	set()	set()
DiJeSt80466	male	1790	1869			[]	Lamartine, Alphonse de	Alphonse de	Lamartine	Alphonse de Lamartine	لامارتين، الفونس مارى لويس دى	الفونس مارى لويس دى	لامارتين	{'لمارتين، الفونس مارى لويس دى', 'لامرتين، الفونس مارى لويس دى'}	{'الفونس مارى لويس دى'}	{'لمارتين، الفونس مارى لويس دى', 'لامرتين، الفونس مارى لويس دى'}	{'De Lamartine, Alphonse', 'Lamartine, Alphonse Marie Louis', 'Lamartine, Alphonse Marie Louis de'}	'Alphonse Marie Louis', 'Alphonse', 'Alphonse Marie Louis de'	'De Lamartine', 'Lamartine'
DiJeSt80471	male	1775-02-10	1834-12-27			[]	Lamb, Charles	Charles	Lamb	Charles Lamb	لمب، تشارلس	تشارلس	لمب	{'لام، تشارلس'}	{'تشارلس'}	{'لام، تشارلس'}	{'LAMB, CHARLES'}	'CHARLES'	'LAMB'
DiJeSt80641	male	1947	2015			[]	Landau, David	David	Landau	David Landau	لانداو، ديڤيد	ديڤيد	لانداو	set()	set()	set()	{'Landau, David'}	'David'	'Landau'
DiJeSt80916	female	1930-12-09	2018-06-21			[]	Langer, Felicia	Felicia	Langer	Felicia Langer	لانغر، فليتسيا	فليتسيا	لانغر	{'لانغر، فيليتسيا', 'لانگر، فليسيا', 'لنغر، فيليسيا', 'لانغر، فيليسيا'}	{'فيليتسيا', 'فليسيا', 'فيليسيا'}	{'لانغر، فيليتسيا', 'لانگر، فليسيا', 'لنغر، فيليسيا', 'لانغر، فيليسيا'}	{'Lānjir, Fīlisiyā', 'Langer, Palitsyah', 'Langer, Felitsyah', 'Lānghir, Filītisyā'}	'Palitsyah', 'Felitsyah', 'Filītisyā', 'Fīlisiyā'	'Langer', 'Lānjir', 'Lānghir'
DiJeSt81091	male	1931-07-30				[]	Lapierre, Dominique	Dominique	Lapierre	Dominique Lapierre	لابيير، دومينيك	دومينيك	لابيير	set()	set()	set()	set()	set()	set()
DiJeSt81234	male	1893-06-30	1950-03-24			London (England)	Laski, Harold J.	Harold J.	Laski	Harold J. Laski	لاسكي، هارولد جوزيف	هارولد جوزيف	لاسكي	set()	set()	set()	{'Lasky, Harold Joseph', 'Laski, Harold J.', 'La-ssu-chi', 'Laski, Haruld', 'Laski, Harold Joseph', 'LASKI, HAROLD JOSEPH B. NATHAN'}	'', 'HAROLD JOSEPH B. NATHAN', 'Harold J.', 'Harold Joseph', 'Haruld'	'', 'LASKI', 'Laski', 'Lasky'
DiJeSt81441	male	1947-03-04				[]	Laurent, Eric	Eric	Laurent	Eric Laurent	لوران، اريك	اريك	لوران	set()	set()	set()	{'Laurent, Éric', 'Laurent, Erik'}	'Erik', 'Éric'	'Laurent'
DiJeSt81499	male	1946				[]	Lavee, Hanoch	Hanoch	Lavee	Hanoch Lavee	لاڨي،‌حانوخ	‌حانوخ	لاڨي	set()	set()	set()	set()	set()	set()
DiJeSt81620	male	1892-10-04	1957-05-26			New York (N.Y.)	Lawson, Robert	Robert	Lawson	Robert Lawson	لوسون، روبرت	روبرت	لوسون	set()	set()	set()	{'LAWSON, ROBERT'}	'ROBERT'	'LAWSON'
DiJeSt81638	male	1933				[]	Layish, Aharon	Aharon	Layish	Aharon Layish	لايش، أهرون	أهرون	لايش	set()	set()	set()	{'Lish, Aharon', 'Liskovski, Aharon'}	'Aharon'	'Liskovski', 'Lish'
DiJeSt81701	female	1930	1998			[]	Lazarus-Yafeh, Hava	Hava	Lazarus-Yafeh	Hava Lazarus-Yafeh	يافه، حوا (لاصروس)	حوا (لاصروس)	يافه	{'لازروس (يافي)، حواء', 'يافي، حواء لاتساروس', 'لاصروس، حوا', 'لاتساروس، حواء', 'يافه، حواء', 'لازاروس، حواء'}	{'حواء', 'حواء لاتساروس', 'حوا'}	{'لازروس (يافي)، حواء', 'يافي، حواء لاتساروس', 'لاصروس، حوا', 'لاتساروس، حواء', 'يافه، حواء', 'لازاروس، حواء'}	{'Yafeh, Hava Lazarus-'}	'Hava Lazarus-'	'Yafeh'
DiJeSt81754	male	1940				[]	Le Clézio, J.-M. G.	J.-M. G.	Le Clézio	J.-M. G. Le Clézio	لو كليزيو، ج.-م. ج.	ج.-م. ج.	لو كليزيو	{'لوكليزيو، جان ماري جوستاف', 'لو كليزيو، جان ماري جوستاف', 'لوكليزيو، ج.-م. ج.'}	{'جان ماري جوستاف', 'ج.-م. ج.'}	{'لوكليزيو، جان ماري جوستاف', 'لو كليزيو، جان ماري جوستاف', 'لوكليزيو، ج.-م. ج.'}	{'Le Clézio, J.', 'Le Clézio, Jean Marie Gustave', 'Clézio, Jean-Marie Gustave Le'}	'Jean Marie Gustave', 'J.', 'Jean-Marie Gustave Le'	'Clézio', 'Le Clézio'
DiJeSt82027	male	1941				[]	Ledeen, Michael Arthur	Michael Arthur	Ledeen	Michael Arthur Ledeen	لدين، مايكل آرثور	مايكل آرثور	لدين	{'لدين، مايكل'}	{'مايكل'}	{'لدين، مايكل'}	{'Ledeen, Michael A.', 'Ledeen, Michael'}	'Michael A.', 'Michael'	'Ledeen'
DiJeSt82297	male	1831-01-10	1890-04-14			Mainz (Germany)	Lehmann, Marcus	Marcus	Lehmann	Marcus Lehmann	لهمن، م.	م.	لهمن	set()	set()	set()	{'Lehmann, Markus', 'Lehman, Markus', 'Lehmann, Meir', 'LEHMANN, MEIR (MARCUS) B. ASHER LEMEL AARON WELT', 'Lehman, Marcus', 'Lehmann, Meyer', 'Lehman, Meyer', 'Lehman, Meir'}	'Markus', 'Marcus', 'Meir', 'Meyer', 'MEIR (MARCUS) B. ASHER LEMEL AARON WELT'	'Lehmann', 'Lehman', 'LEHMANN'
DiJeSt82308	male	1939			Israel	[]	Lehmann, Yoram	Yoram	Lehmann	Yoram Lehmann	ليهمان، يورام	يورام	ليهمان	set()	set()	set()	{'Lehman, Yoram'}	'Yoram'	'Lehman'
DiJeSt82369	male	1646-07-01	1716-11-14			Hannover (Germany)	Leibniz, Gottfried Wilhelm	Gottfried Wilhelm	Leibniz	Gottfried Wilhelm Leibniz	ليبنتز، جوتفريد ولهلم	جوتفريد ولهلم	ليبنتز	set()	set()	set()	{'Leibnitius, Gothofredus Guillelmus', 'Leibnitz, Gottfried Wilhelm, Freiherr Von', 'Leibnitz, G.', 'Leibnitz, Gottfried Wilhelm', 'LEIBNIZ, GOTTFRIED WILHELM', 'Leibnitz, G. W.'}	'Gottfried Wilhelm', 'G.', 'GOTTFRIED WILHELM', 'G. W.', 'Gothofredus Guillelmus', 'Gottfried Wilhelm, Freiherr Von'	'Leibnitz', 'LEIBNIZ', 'Leibnitius'
DiJeSt82385	male	1903-01-28	1994-08-18			Jerusalem (Israel)	Leibowitz, Yeshayahu	Yeshayahu	Leibowitz	Yeshayahu Leibowitz	ليبوفيتش، يشعياهو	يشعياهو	ليبوفيتش	{'ليبوڨيتش، يشعياهو'}	{'يشعياهو'}	{'ليبوڨيتش، يشعياهو'}	{'LEIBOWITZ, ISAIAH B. MORDECAI', 'Leibowitz, Jeshajahu', 'Leibovitz, Yechayahou', 'Leibowitz, Yeshayahu', 'Leibowitz, Isaïe'}	'Isaïe', 'ISAIAH B. MORDECAI', 'Yechayahou', 'Jeshajahu', 'Yeshayahu'	'LEIBOWITZ', 'Leibowitz', 'Leibovitz'
DiJeSt82621	male	1870-04-22	1924-01-21			Gorkii	Lenin, Vladimir Ilich	Vladimir Ilich	Lenin	Vladimir Ilich Lenin	لينين، ولاديمير اليتش	ولاديمير اليتش	لينين	{'لنين، ولاديمير اليتش', 'لينين، ف. ا.', 'لينين، فلاديمير اليتش'}	{'ولاديمير اليتش', 'فلاديمير اليتش', 'ف. ا.'}	{'لنين، ولاديمير اليتش', 'لينين، ف. ا.', 'لينين، فلاديمير اليتش'}	{'Lenin, Vladimir Ilʹič', 'Lenin, Nikolai', 'Uljanoff, W.', 'LENIN, WADIMIR ILICH', 'Lenine, N.'}	'Nikolai', 'WADIMIR ILICH', 'Vladimir Ilʹič', 'W.', 'N.'	'Lenine', 'LENIN', 'Uljanoff', 'Lenin'
DiJeSt82902	male	1947			Haifa (Israel)	[]	Leshem, Yossi	Yossi	Leshem	Yossi Leshem	ليشم، يوسي	يوسي	ليشم	set()	set()	set()	{'Leshem, Josi'}	'Josi'	'Leshem'
DiJeSt82944	male	1729-01-22	1781-02-15			Braunschweig (Germany)	Lessing, Gotthold Ephraim	Gotthold Ephraim	Lessing	Gotthold Ephraim Lessing	لسنغ، غتهلد افرايم	غتهلد افرايم	لسنغ	{'لسنگ، غتهلد افرايم', 'ليسنغ، غوتهلد افرايم', 'ليسنگ، غوتهلد افرايم'}	{'غوتهلد افرايم', 'غتهلد افرايم'}	{'لسنگ، غتهلد افرايم', 'ليسنغ، غوتهلد افرايم', 'ليسنگ، غوتهلد افرايم'}	{'Lessing, G.', 'Lessing, Gotthold Ephraim', 'Lessing, G. E.', 'Lessing, Gothold Efrayim', 'LESSING, GOTHOLD EPHRAIM', 'Lessing, Gotthold Ephrain'}	'Gotthold Ephrain', 'Gotthold Ephraim', 'GOTHOLD EPHRAIM', 'G.', 'Gothold Efrayim', 'G. E.'	'LESSING', 'Lessing'
DiJeSt83050	male	1933	2001			[]	Lev, Yigal	Yigal	Lev	Yigal Lev	ليب، يغئآل	يغئآل	ليب	{'لب، يغئآل'}	{'يغئآل'}	{'لب، يغئآل'}	{'Lev, Yegal', 'Lev, Igal'}	'Igal', 'Yegal'	'Lev'
DiJeSt83252	male	1879	1956			[]	Levi-Babovits, Toviyah ben Simhah	Toviyah ben Simhah	Levi-Babovits	Toviyah ben Simhah Levi-Babovits	بابوفيتش، طوبياه سمحاه ليفى	طوبياه سمحاه ليفى	بابوفيتش	set()	set()	set()	{'Levi Babovitsch, Toviyah S.', 'Babovich, Tuvia Levi', 'Levi-Babovits, Toviah ben Simcha', 'Babovits, Toviyah ben Simhah Levi-', 'Babovich, Toviyah Simonovitch Levi-'}	'Toviyah ben Simhah Levi-', 'Toviyah S.', 'Toviyah Simonovitch Levi-', 'Toviah ben Simcha', 'Tuvia Levi'	'Levi-Babovits', 'Babovich', 'Levi Babovitsch', 'Babovits'
DiJeSt83286	male	1937				[]	Levin, Aryeh	Aryeh	Levin	Aryeh Levin	لفين، اريه	اريه	لفين	{'لوين، اريه', 'لڤين، اريه'}	{'اريه'}	{'لوين، اريه', 'لڤين، اريه'}	set()	set()	set()
DiJeSt83310	male	1943-12-18	1999-08-18			[]	Levin, Hanoch	Hanoch	Levin	Hanoch Levin	ليفين، حانوخ	حانوخ	ليفين	set()	set()	set()	{'Levin, Hanokh', 'Levin, Hanoch'}	'Hanoch', 'Hanokh'	'Levin'
DiJeSt83396	male	1969				[]	Levin, Yariv	Yariv	Levin	Yariv Levin	ليڤين، يريڤ	يريڤ	ليڤين	set()	set()	set()	{'Levin, Yariv-Gideon'}	'Yariv-Gideon'	'Levin'
DiJeSt83804	male	1943-07-13			Jerusalem (Israel)	[]	Levy, Shimon	Shimon	Levy	Shimon Levy	ليفي، شمعون	شمعون	ليفي	set()	set()	set()	{'Levy, Shimeon'}	'Shimeon'	'Levy'
DiJeSt83838	female	1955				[]	Levy-Rubin, Milka	Milka	Levy-Rubin	Milka Levy-Rubin	ليفي-روبين، ميلكا	ميلكا	ليفي-روبين	{'روبين، ميلكا ليفي-'}	{'ميلكا ليفي-'}	{'روبين، ميلكا ليفي-'}	{'Rubin, Milka Levy-'}	'Milka Levy-'	'Rubin'
DiJeSt84149	male	1931			Romania	[]	Liba, Moshé	Moshé	Liba	Moshé Liba	ليبه، موشيه	موشيه	ليبه	set()	set()	set()	set()	set()	set()
DiJeSt84325	male	1895-10-31	1970-01-29			Marlow	Liddell Hart, Basil Henry	Basil Henry	Liddell Hart	Basil Henry Liddell Hart	ليدل هارت، بسيل هنرى	بسيل هنرى	ليدل هارت	{'لدل هرت، باسيل هنرى', 'ليدل هارت، ج. ل.'}	{'ج. ل.', 'باسيل هنرى'}	{'لدل هرت، باسيل هنرى', 'ليدل هارت، ج. ل.'}	{'LIDDELL-HART, BASIL HENRY', 'Hart, Liddell', 'Hart, Basil Henry Liddell'}	'BASIL HENRY', 'Basil Henry Liddell', 'Liddell'	'Hart', 'LIDDELL-HART'
DiJeSt84415	male	1934-10-20	2003-09-03			Petaḥ Tiḳṿah (Israel)	Liebman, Charles S.	Charles S.	Liebman	Charles S. Liebman	ليڤمان، يشعياهو	يشعياهو	ليڤمان	{'ليفمان، يشعياهو'}	{'يشعياهو'}	{'ليفمان، يشعياهو'}	{'Liebman, Charles Seymour', 'Liebman, Yeshayahu Charles'}	'Charles Seymour', 'Yeshayahu Charles'	'Liebman'
DiJeSt84681	male	1809-02-12	1865-04-14			Washington	Lincoln, Abraham	Abraham	Lincoln	Abraham Lincoln	لنكولن، ابراهام	ابراهام	لنكولن	{'لنكلن، ابرهيم'}	{'ابرهيم'}	{'لنكلن، ابرهيم'}	{'Lincoln, Abe', 'LINCOLN, ABRAHAM'}	'Abe', 'ABRAHAM'	'LINCOLN', 'Lincoln'
DiJeSt84897	male	1910	1999		United States	[]	Lionni, Leo	Leo	Lionni	Leo Lionni	ليوني، ليو	ليو	ليوني	set()	set()	set()	set()	set()	set()
DiJeSt85137	male	1969				[]	Litt, Stefan	Stefan	Litt	Stefan Litt	ليت، ستيفان	ستيفان	ليت	{'ليت، شتيفان'}	{'شتيفان'}	{'ليت، شتيفان'}	set()	set()	set()
DiJeSt85143	male	1935				[]	Littell, Robert	Robert	Littell	Robert Littell	ليتل، روبرت	روبرت	ليتل	set()	set()	set()	set()	set()	set()
DiJeSt85177	male	1958-03-02				[]	Litvak, Meir	Meir	Litvak	Meir Litvak	ليطباك، مئير	مئير	ليطباك	set()	set()	set()	set()	set()	set()
DiJeSt85447	male	1632-08-29	1704-10-28			Oates	Locke, John	John	Locke	John Locke	لوك، جون	جون	لوك	set()	set()	set()	{'LOCKE, JOHN', 'Locke, John'}	'John', 'JOHN'	'Locke', 'LOCKE'
DiJeSt85705	male	1876-01-12	1916-11-22			Glen Ellen (Calif.)	London, Jack	Jack	London	Jack London	لندن، جاك	جاك	لندن	set()	set()	set()	{'LONDON, JACK', 'London, John Griffith'}	'John Griffith', 'JACK'	'London', 'LONDON'
DiJeSt85748	male	1807-02-27	1882-03-24			Massachusetts	Longfellow, Henry Wadsworth	Henry Wadsworth	Longfellow	Henry Wadsworth Longfellow	لانگ فلو، هنرى	هنرى	لانگ فلو	{'لانگفلو، هنرى'}	{'هنرى'}	{'لانگفلو، هنرى'}	{'LONGFELLOW, HENRY WADSWORTH'}	'HENRY WADSWORTH'	'LONGFELLOW'
DiJeSt85772	male					[]	Longus				لونغوس			set()	set()	set()	{'LONGUS', 'Longos', 'Long', 'Longo'}	''	''
DiJeSt86023	male	1423-07-03	1483-08-30			[]	Louis				لويس			set()	set()	set()	{'Loys', 'Lewis'}	''	''
DiJeSt86305	male	0120~	[1909,0180]			Alexandria (Egypt)	Lucian				لوقيان السميساطي			set()	set()	set()	{'Lucian', 'Lukien', 'Lukianos', 'LUCIANUS (LUKIANOS) SAMOSATENSIS', 'Lucien', 'Luciano', 'Lukian', 'Lucianus Samosatensis', 'Lucià', 'Loukianos', 'Loekianos'}	''	''
DiJeSt86363	male	1881-01-25	1948-09-17			Moscia (Switzerland)	Ludwig, Emil	Emil	Ludwig	Emil Ludwig	لودڤيغ، اميل	اميل	لودڤيغ	set()	set()	set()	{'Cohn, Emil Ludwig', 'LUDWIG, EMIL B. HERMAN'}	'EMIL B. HERMAN', 'Emil Ludwig'	'LUDWIG', 'Cohn'
DiJeSt86549	male	1905-11-04	2002			Jerusalem (Israel)	Lurie, Benzion	Benzion	Lurie	Benzion Lurie	لوريا، بنصيون	بنصيون	لوريا	set()	set()	set()	{'Luria, Ben Zion', 'Luria, Benzion', 'Lurya, Ben-Tsiyon', 'LURIA, BEN-ZION B. ISAAC'}	'BEN-ZION B. ISAAC', 'Ben-Tsiyon', 'Benzion', 'Ben Zion'	'LURIA', 'Luria', 'Lurya'
DiJeSt86551	male	1950			Israel	[]	Lurie, Doron J.	Doron J.	Lurie	Doron J. Lurie	لوريا، دورون	دورون	لوريا	set()	set()	set()	{'Lurya, Doron', 'Lurie, Doron J.'}	'Doron J.', 'Doron'	'Lurie', 'Lurya'
DiJeSt86576	male	1949				[]	Lustick, Ian	Ian	Lustick	Ian Lustick	لوستيك، ايان	ايان	لوستيك	set()	set()	set()	{'Lustick, Ian S.'}	'Ian S.'	'Lustick'
DiJeSt86808	male	1908	2009			[]	Lévi-Strauss, Claude	Claude	Lévi-Strauss	Claude Lévi-Strauss	ليفي-ستروس، كلود	كلود	ليفي-ستروس	{'ستروس، كلود ليفي-'}	{'كلود ليفي-'}	{'ستروس، كلود ليفي-'}	{'Strauss, Claude Lévi-'}	'Claude Lévi-'	'Strauss'
