uri	gender	birthDate	deathDate	activeDate	birthPlace	deathPlace	nameLat	firstNameLat	lastNameLat	normLa	nameAra	firstNameAra	lastNameAra	alternateNameAra	alternateFirstNameAra	alternateLastNameAra	alternateNameLat	alternateFirstNameLat	alternateLastNameLat
DiJeSt66482	male	1165	1240			[]	Ibn al-Arabi	Ibn al-Arabi	Ibn al-Arabi	Ibn al-Arabi Ibn al-Arabi	ابن العربي، محمد بن علي	محمد بن علي	ابن العربي	{'ابن العربي، محيي الدين', 'العربي، محمد بن علي، محيي الدين', 'الطائي، محمد بن علي، ابن العربي', 'ابن العربي، محمد بن علي، محيي الدين', 'الأندلسي، محمد بن علي، ابن العربي', 'ابن عربي، محيي الدين', 'المرسي، محمد بن علي، ابن العربي', 'ابن عربي، محمد بن علي، محيي الدين', 'ابن العربي، ابو بكر محي الدين محمد بن علي', 'الحاتمي، محمد بن علي، ابن العربي'}	{'محمد بن علي، محيي الدين', 'ابو بكر محي الدين محمد بن علي', 'محمد بن علي، ابن العربي', 'محيي الدين'}	{'ابن العربي، محيي الدين', 'العربي، محمد بن علي، محيي الدين', 'الطائي، محمد بن علي، ابن العربي', 'ابن العربي، محمد بن علي، محيي الدين', 'الأندلسي، محمد بن علي، ابن العربي', 'ابن عربي، محيي الدين', 'المرسي، محمد بن علي، ابن العربي', 'ابن عربي، محمد بن علي، محيي الدين', 'ابن العربي، ابو بكر محي الدين محمد بن علي', 'الحاتمي، محمد بن علي، ابن العربي'}	"{'Magribi, Mehmet bin Ali', 'Muhyi al-Din Ibn al-Arabi', ""al-'Arabi, Muhyi Al-Din"", 'Mohidin', 'Shaykh al-Akbar', ""Ibn al-'Arabi, Muhammad ibn 'Ali Muhyi al-Din"", 'Andalusi, Mehmet bin Ali', ""Abu Bakr Muhammad ibn 'Ali ibn 'Arabi (Muhyiddin)"", 'Muhyid-din Ibn Arabi', 'Ibn Arabi', 'Ibn al-Arabi, Muhyi al-Din', 'Ibn Arabi Muhyid-din', ""Ibn al-'Arabi"", 'Abenarabi', ""Muhyiddin Ibn 'Arabi""}"	"'', ""Muhammad ibn 'Ali Muhyi al-Din"", 'Muhyi al-Din', 'Muhyi Al-Din', 'Mehmet bin Ali'"	"'', 'Ibn al-Arabi', ""al-'Arabi"", 'Magribi', 'Andalusi', ""Ibn al-'Arabi"""
DiJeSt66491	male	1116	1201			[]	Ibn al-Jawzī, Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī	Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī	Ibn al-Jawzī	Abū al-Faraj ʻAbd al-Raḥmān ibn ʻAlī Ibn al-Jawzī	ابن الجوزي، عبد الرحمن بن علي	عبد الرحمن بن علي	ابن الجوزي	{'التميمي، عبد الرحمن بن علي، ابن الجوزي', 'البكري، عبد الرحمن بن علي، ابن الجوزي', 'التيمي، عبد الرحمن بن علي، ابن الجوزي', 'ابو الفرج ابن الجوزى،', 'البغدادي، عبد الرحمن بن علي، ابن الجوزي', 'ابن الجوزي، أبو الفرج', 'الصديقي، عبد الرحمن بن علي، ابن الجوزي', 'الجوزى، عبد الرحمن بن على', 'ابن جوزى، عبد الرحمن بن على', 'جمال الدين ابو الفرج ابن الجوزى،', 'القرشي، عبد الرحمن بن علي، ابن الجوزي', 'ابن الجوزي، جمال الدين أبو الفرج', 'جمال الدين ابن الجوزى،', 'الحنبلي، عبد الرحمن بن علي، ابن الجوزي'}	{'', 'عبد الرحمن بن على', 'أبو الفرج', 'عبد الرحمن بن علي، ابن الجوزي', 'جمال الدين أبو الفرج'}	{'', 'التميمي، عبد الرحمن بن علي، ابن الجوزي', 'البكري، عبد الرحمن بن علي، ابن الجوزي', 'التيمي، عبد الرحمن بن علي، ابن الجوزي', 'البغدادي، عبد الرحمن بن علي، ابن الجوزي', 'ابن الجوزي، أبو الفرج', 'الصديقي، عبد الرحمن بن علي، ابن الجوزي', 'الجوزى، عبد الرحمن بن على', 'ابن جوزى، عبد الرحمن بن على', 'القرشي، عبد الرحمن بن علي، ابن الجوزي', 'ابن الجوزي، جمال الدين أبو الفرج', 'الحنبلي، عبد الرحمن بن علي، ابن الجوزي'}	"{""Abu al-Faraj 'Abd al-Rahman ibn 'Ali ibn al-Jawzi"", ""Abu al-Faraj 'Abd al-Rahman ibn al-Jawzi"", ""Ibn al-Jawzi, Abu al-Faraj 'Abd al-Rahman ibn 'Ali"", 'Bin Jauzi, Jamaluddin Abu al-Faraj', ""Ibn al-Jauzi, 'Abd al-Rahman ibn 'Ali, Abu al-Faraj"", 'Abu l-Faraj ibn al-Jauzi', 'Ibn Aljawzi', ""Jawzi, Abu al-Faraj 'Abd al-Rahman ibn 'Ali"", 'Ibn al-Jauzi', 'Jamaluddin Abu al-Faraj bin Jauzi'}"	"'', ""'Abd al-Rahman ibn 'Ali, Abu al-Faraj"", 'Jamaluddin Abu al-Faraj', ""Abu al-Faraj 'Abd al-Rahman ibn 'Ali"""	'', 'Ibn al-Jawzi', 'Bin Jauzi', 'Ibn al-Jauzi', 'Jawzi'
DiJeSt66508	male	1615-11-05	1648-08-18			[]	Ibrahim				ابراهيم	ابراهيم	ابراهيم	{'ابراهيم،', 'ابراهيم', 'ابراهيم الأول بن أحمد الأول،'}	{''}	{''}	set()	set()	set()
DiJeSt66785	female	1961				[]	Illouz, Eva	Eva	Illouz	Eva Illouz	ايلوز، أيفا	أيفا	ايلوز	set()	set()	set()	set()	set()	set()
DiJeSt66873	male	1947				[]	Inbar, Efraim	Efraim	Inbar	Efraim Inbar	عنبر، افرايم	افرايم	عنبر	set()	set()	set()	set()	set()	set()
DiJeSt66896	male	1913-05-22	1983-04-21			New York (N.Y.)	Indelman, Elchanan	Elchanan	Indelman	Elchanan Indelman	ايندلمان، الحنان	الحنان	ايندلمان	set()	set()	set()	{'INDEIMAN, ELHANAN B. JOSEPH'}	'ELHANAN B. JOSEPH'	'INDEIMAN'
DiJeSt68638	male	1783-04-03	1859-11-28			Sunnyside (N.Y.)	Irving, Washington	Washington	Irving	Washington Irving	ايروينگ، واشنگتن	واشنگتن	ايروينگ	{'ارفنغ، واشنغتون'}	{'واشنغتون'}	{'ارفنغ، واشنغتون'}	"{'Langstaff, Launcelot', 'Knickerbocker, Diedrich', 'Agapida, Antonio', 'IRVING, WASHINGTON', ""Knickerbocker's History of New York, Author of"", 'Crayon, Geoffrey'}"	'Geoffrey', 'Author of', 'Diedrich', 'WASHINGTON', 'Launcelot', 'Antonio'	"'Langstaff', ""Knickerbocker's History of New York"", 'Agapida', 'Knickerbocker', 'Crayon', 'IRVING'"
DiJeSt69360	male	0832~	[0893,0932]			Qayrawān (Tunisia)	Israeli, Isaac	Isaac	Israeli	Isaac Israeli	الاسرائيلي، اسحاق بن سليمان	اسحاق بن سليمان	الاسرائيلي	{'ابن سليمان الاسرائيلي، اسحاق', 'اسحاق الاسرائيلي،', 'اسحاق بن سليمان الاسرائيلي،', 'الاسرائيلي، اسحاق بن سليمان، ابو يعقوب', 'الاسرائيلي، اسحاق'}	{'', 'اسحاق بن سليمان، ابو يعقوب', 'اسحاق'}	{'', 'ابن سليمان الاسرائيلي، اسحاق', 'الاسرائيلي، اسحاق بن سليمان، ابو يعقوب', 'الاسرائيلي، اسحاق'}	"{'Ibn Sulayman, Ishaq', 'Ibn Sulaiman, Ishak', 'Isaac', 'Israeli, Isaac', 'Isacco', ""Yisre'eli, Yitshaq ben Shelomoh"", 'Ishaq ibn Sulaiman', 'Ibn Sulaiman, Ishaq', 'ISAAC B. SOLOMON HAISRAELI', ""al-Isra'ili, Ishaq ibn Sulayman"", 'Ishak ibn Sulaiman'}"	'', 'Ishak', 'Isaac', 'Ishaq ibn Sulayman', 'Yitshaq ben Shelomoh', 'Ishaq'	"'', ""Yisre'eli"", 'Israeli', ""al-Isra'ili"", 'Ibn Sulaiman', 'Ibn Sulayman'"
DiJeSt69467	male					[]	Isshacharov, Igael	Igael	Isshacharov	Igael Isshacharov	يساخروب، يغئال	يغئال	يساخروب	{'ايسخاروف، يچئال', 'يساخروف، يجئال', 'يسسخاروف، يجئال'}	{'يچئال', 'يجئال'}	{'ايسخاروف، يچئال', 'يساخروف، يجئال', 'يسسخاروف، يجئال'}	set()	set()	set()
DiJeSt69894	male	1880-10-18	1940-08-04			New York (N.Y.)	Jabotinsky, Vladimir	Vladimir	Jabotinsky	Vladimir Jabotinsky	چابوتنسكي، زئيف	زئيف	چابوتنسكي	{'جابوتنسكي، زئيف'}	{'زئيف'}	{'جابوتنسكي، زئيف'}	"{'Zabotynski, Zeev', ""Jabotinsky, Ze'ev"", 'Zabotynski, Wlodzimierz', ""Zhabotinskii, Vladimir Evgen'evich"", 'ウラジーミル・ゼエヴ・ジャボティンスキー', 'Jabotinski, Vladimir', 'JABOTINSKY, ZEEB (VLADIMIR) B. JONAH (EVGENII)', 'Altalena', 'Giabotinschi, Vladimiro', 'Jabotinsky, Wladimir'}"	"'', 'Zeev', 'Vladimir', ""Ze'ev"", 'Wlodzimierz', 'ZEEB (VLADIMIR) B. JONAH (EVGENII)', 'Wladimir', ""Vladimir Evgen'evich"", 'Vladimiro'"	'', 'JABOTINSKY', 'Zhabotinskii', 'Jabotinsky', 'Zabotynski', 'Jabotinski', 'Giabotinschi'
DiJeSt70290	male	1569-08-31	1627-10-28			[]	Jahangir				جهانكير،			set()	set()	set()	{'Gihangir'}	''	''
DiJeSt70344	male	1896	1982			[]	Jakobson, Roman	Roman	Jakobson	Roman Jakobson	ياكوبسون، رومان	رومان	ياكوبسون	set()	set()	set()	{'Jakobson, Roman', 'Iakobson, Roman Osipovich'}	'Roman', 'Roman Osipovich'	'Jakobson', 'Iakobson'
DiJeSt70443	male	1842-01-11	1910-08-26			Chocorua	James, William	William	James	William James	جيمز، ويليام	ويليام	جيمز	set()	set()	set()	{'JAMES, WILLIAM'}	'WILLIAM'	'JAMES'
DiJeSt70890	male	1861	1921			[]	Jastrow, Morris	Morris	Jastrow	Morris Jastrow	يسترو، مريس	مريس	يسترو	set()	set()	set()	set()	set()	set()
DiJeSt71010	male	1743-04-13	1826-07-04			Monticello	Jefferson, Thomas	Thomas	Jefferson	Thomas Jefferson	جفرسون، توماس	توماس	جفرسون	set()	set()	set()	{'Jefferson, Thomas', 'JEFFERSON, THOMAS'}	'Thomas', 'THOMAS'	'Jefferson', 'JEFFERSON'
DiJeSt71213	female	1896-04-10	1944			[]	Jesenská, Milena	Milena	Jesenská	Milena Jesenská	جيسينسكا، ميلينا	ميلينا	جيسينسكا	set()	set()	set()	{'Milena', 'Krejcarova, Milena Jesenska-', 'Yesenska, Milena', 'Jesenska-Krejcarova, Milena'}	'', 'Milena', 'Milena Jesenska-'	'', 'Jesenska-Krejcarova', 'Yesenska', 'Krejcarova'
DiJeSt71592	male	1881-12-24	1958-05-29			Puerto Rico	Jiménez, Juan Ramón	Juan Ramón	Jiménez	Juan Ramón Jiménez	خيمنز، خوان رامون	خوان رامون	خيمنز	set()	set()	set()	{'JIMENEZ MONTECON, JUAN RAMON'}	'JUAN RAMON'	'JIMENEZ MONTECON'
DiJeSt71770	male	1920	2005			[]	John Paul				يوحنا بولس الثاني			{'يوحنا بولس،', 'البابا يوحنا بولس،'}	{''}	{''}	{'Wojtyla, Karol', 'János Pál', 'Jean Paul', 'Giovanni Paolo', 'Jan Paweł', 'Johannes Paulus', 'John Paul'}	'', 'Karol'	'', 'Wojtyla'
DiJeSt71822	male				London (England)	[]	Johns, C. N.	C. N.	Johns	C. N. Johns	جونز، س. ن.	س. ن.	جونز	set()	set()	set()	{'JOHNS, CEDRIC NORMAN', 'Johns, Cedric Norman'}	'CEDRIC NORMAN', 'Cedric Norman'	'Johns', 'JOHNS'
DiJeSt71892	male	1928				[]	Johnson, Paul	Paul	Johnson	Paul Johnson	جونسون، بول	بول	جونسون	set()	set()	set()	set()	set()	set()
DiJeSt72555	male	1942-01-22				[]	Jumayyil, Amin	Amin	Jumayyil	Amin Jumayyil	الجميل، أمين بيار	أمين بيار	الجميل	set()	set()	set()	{'Gemayel, Amine'}	'Amine'	'Gemayel'
DiJeSt72834	male	1909-05-16	2001-07-17			Tel Aviv-Yafo (Israel)	Ka-tzetnik 135633				كا. تستنيك			{'دي-نور، يحيئيل', 'تستنيك، كا.', 'تسنيك، كا.', 'كا. تسنيك'}	{'', 'يحيئيل', 'كا.'}	{'', 'دي-نور، يحيئيل', 'تستنيك، كا.', 'تسنيك، كا.'}	{'Katzetnik', 'Ka-Cetnik 135633', 'Feiner, Jechiel', 'Ka-Tsetnik 135633', 'DINUR, JEHIEL', 'Kacetnik', 'Ka-tzetnik 135633', 'Cetynski, Karol', 'De-Nur, Yechiel', 'Fajner, Jechiel', 'Kazetnik', 'Zetynski, Karl', 'Tsetinski, Karl', 'K. Tzetnik', 'Coetynski, Karol', 'K. Zetnik', 'カ・ツェトニック(135.633)', 'Dinur, Yehiel'}	'', 'Karol', 'Yechiel', 'Karl', 'JEHIEL', 'Yehiel', 'Jechiel'	'', 'Coetynski', 'Feiner', 'De-Nur', 'Tsetinski', 'Zetynski', 'Cetynski', 'Fajner', 'DINUR', 'Dinur'
DiJeSt72966	male	1883-07-03	1924-06-03			Klosterneuburg (Austria)	Kafka, Franz	Franz	Kafka	Franz Kafka	كافكا، فرانتس	فرانتس	كافكا	{'كفكا، فرانز', 'كافكا، فرانز', 'كفكفا، فرانز', 'كفكا، فرانتس'}	{'فرانتس', 'فرانز'}	{'كفكا، فرانز', 'كافكا، فرانز', 'كفكفا، فرانز', 'كفكا، فرانتس'}	{'フランツ・カフカ', 'KAFKA, FRANZ B. HERMAN'}	'', 'FRANZ B. HERMAN'	'', 'KAFKA'
DiJeSt73068	male	1875	1964			[]	Kahle, Paul	Paul	Kahle	Paul Kahle	كاله، پاول	پاول	كاله	{'كاله، پول', 'كاله، بول'}	{'پول', 'بول'}	{'كاله، پول', 'كاله، بول'}	{'Kahle, Paul Ernst'}	'Paul Ernst'	'Kahle'
DiJeSt73133	male	1839-02-19	1905-12-08		Mommenheim (Germany)	[]	Kahn, Zadoc	Zadoc	Kahn	Zadoc Kahn	هكوهن، صادوق	صادوق	هكوهن	{'صادوق هكوهن،', 'هكوهن، صادوق', 'كوهن، صادوق'}	{'', 'صادوق'}	{'', 'هكوهن، صادوق', 'كوهن، صادوق'}	{'Zadoc-Kahn', 'Cahn, Zadoc', 'COHEN (KAHN), ZADOK B. ELIEZER', 'Zadoc-Cahn'}	'', 'Zadoc', 'ZADOK B. ELIEZER'	'', 'Cahn', 'COHEN (KAHN)'
DiJeSt73491	female					[]	Kanaaneh, Rhoda Ann	Rhoda Ann	Kanaaneh	Rhoda Ann Kanaaneh	كناعنة، روضة	روضة	كناعنة	set()	set()	set()	{'Kanaanah, Rhauda Ann'}	'Rhauda Ann'	'Kanaanah'
DiJeSt73493	male	1936	1972			Beirut (Lebanon)	Kanafānī, Ghassān	Ghassān	Kanafānī	Ghassān Kanafānī	كنفاني، غسان	غسان	كنفاني	set()	set()	set()	{'Kanfani, Ghassan', 'Fāris, Fāris', 'Kʻanapʻani, Kassan', 'Kanapani, Ghassan'}	'Fāris', 'Kassan', 'Ghassan'	'Fāris', 'Kʻanapʻani', 'Kanapani', 'Kanfani'
DiJeSt73587	male	1724-04-22	1804-02-12			Kaliningrad (Kaliningradskaia oblast, Russia)	Kant, Immanuel	Immanuel	Kant	Immanuel Kant	كنت، امانويل	امانويل	كنت	{'كنت، عمانويل', 'كانت، ايمانوئل'}	{'عمانويل', 'ايمانوئل'}	{'كنت، عمانويل', 'كانت، ايمانوئل'}	{'KANT, IMMANUEL', 'Kant, I.', 'Kant, Emanuel'}	'I.', 'IMMANUEL', 'Emanuel'	'KANT', 'Kant'
DiJeSt73634	male	1930	2009			[]	Kapeliouk, Amnon	Amnon	Kapeliouk	Amnon Kapeliouk	كابليوك، أمنون	أمنون	كابليوك	{'كابليوك، أمنيون'}	{'أمنيون'}	{'كابليوك، أمنيون'}	{'Kapeliuk, Amnon'}	'Amnon'	'Kapeliuk'
DiJeSt73664	male	1934	1983		Bronx (New York, N.Y.)	[]	Kaplan, Aryeh	Aryeh	Kaplan	Aryeh Kaplan	كاپلان، اريه	اريه	كاپلان	set()	set()	set()	{'Kaplan, Arje', 'Kaplan, Leonard Martin', 'Kaplan, Ary', 'Kaplan, Arié'}	'Arié', 'Leonard Martin', 'Ary', 'Arje'	'Kaplan'
DiJeSt73755	male	1895	1960			Bat Yam (Israel)	Kapliwatzky, Jochanan	Jochanan	Kapliwatzky	Jochanan Kapliwatzky	كابليفاتسكي، يوحانان	يوحانان	كابليفاتسكي	{'كبليفاتسكي، يوحانان'}	{'يوحانان'}	{'كبليفاتسكي، يوحانان'}	{'Kafil, Johanan', 'Kaplivatski, Yohanan', 'KAPLIVATZKI, JOHANAN B. JONAH'}	'JOHANAN B. JONAH', 'Yohanan', 'Johanan'	'KAPLIVATZKI', 'Kaplivatski', 'Kafil'
DiJeSt73791	male					[]	Kara, Yehiel	Yehiel	Kara	Yehiel Kara	قارة، يحيئل	يحيئل	قارة	{'قارة، يحيئيل'}	{'يحيئيل'}	{'قارة، يحيئيل'}	{'Kara, Yechiel'}	'Yechiel'	'Kara'
DiJeSt73828	male	1930-12-07			Tel Aviv (Israel)	[]	Karavan, Dani	Dani	Karavan	Dani Karavan	كرافان، داني	داني	كرافان	{'كرفان، داني'}	{'داني'}	{'كرفان، داني'}	{'Krovan, Dani', 'Karavan, Danny'}	'Dani', 'Danny'	'Karavan', 'Krovan'
DiJeSt74262	male	1939			Israel	[]	Katz, Avner	Avner	Katz	Avner Katz	كاتس، أفنير	أفنير	كاتس	{'كاتس، أڨنر'}	{'أڨنر'}	{'كاتس، أڨنر'}	{'Katz, Avner', 'Kats, Avner', 'Catz, Avner'}	'Avner'	'Kats', 'Catz', 'Katz'
DiJeSt74361	male	1926	2010			Nahariyya (Israel)	Katz, Shemuel	Shemuel	Katz	Shemuel Katz	كاتس، شموئيل	شموئيل	كاتس	set()	set()	set()	{'Katz, Alexander', 'Katz, Shemuel', 'Katz, Shmuel', 'Katz, Shmulik'}	'Shmuel', 'Alexander', 'Shemuel', 'Shmulik'	'Katz'
DiJeSt74364	male	1914	2008			[]	Katz, Shmuel	Shmuel	Katz	Shmuel Katz	كاتز، صموئيل	صموئيل	كاتز	{'كاتس، شموئيل'}	{'شموئيل'}	{'كاتس، شموئيل'}	{'Katz, Shmuel', 'Katz, Samuel', 'Kats, Shemuel'}	'Shmuel', 'Shemuel', 'Samuel'	'Kats', 'Katz'
DiJeSt74390	female	1940-10-03				[]	Gozansky, Tamar	Tamar	Gozansky	Tamar Gozansky	غوجانسكي، تمار	تمار	غوجانسكي	{'غوجانسكي، تامار', 'جوجانسكي، تمار'}	{'تامار', 'تمار'}	{'غوجانسكي، تامار', 'جوجانسكي، تمار'}	"{'Gozansky, Tamar', ""Goz'ansḳi, Tamar"", 'Ghūjānskī, Tāmār'}"	'Tāmār', 'Tamar'	"""Goz'ansḳi"", 'Gozansky', 'Ghūjānskī'"
DiJeSt74430	male	1916-05-16	2009		Kiev (Ukraine)	[]	Katzir, Ephraim	Ephraim	Katzir	Ephraim Katzir	كتسير، أفرايم	أفرايم	كتسير	{'كاتسير، أفرايم'}	{'أفرايم'}	{'كاتسير، أفرايم'}	{'Katchalsky, Ephraim', 'Katzir, Ephraim', 'Katchalski-Katzir, Ephraim', 'Katchalski, Ephraim', 'KATZIR, EPHRAIM B. JUDAH', 'Katchalsky, Efraim', 'Kachalsky, Ephraim'}	'EPHRAIM B. JUDAH', 'Efraim', 'Ephraim'	'Katchalski-Katzir', 'Kachalsky', 'KATZIR', 'Katzir', 'Katchalski', 'Katchalsky'
DiJeSt74432	female	1963			Haifa (Israel)	[]	Katzir, Judith	Judith	Katzir	Judith Katzir	كتسير، يهوديت	يهوديت	كتسير	set()	set()	set()	{'Katzir, Yehudit', 'Katsir, Yehudit'}	'Yehudit'	'Katsir', 'Katzir'
DiJeSt74489	female	1948				[]	Kaufman, Ilana	Ilana	Kaufman	Ilana Kaufman	كوفمان، ايلانه	ايلانه	كوفمان	set()	set()	set()	{'Kofman, Ilana'}	'Ilana'	'Kofman'
DiJeSt74606	male	1855	1902			[]	Kawakibi, 'Abd al-Rahman	'Abd al-Rahman	Kawakibi	'Abd al-Rahman Kawakibi	الكواكبي، عبد الرحمن	عبد الرحمن	الكواكبي	{'الفراتى، عبد الرحمن السيد', 'الرحالة ك.،', 'السيد الفراتى،', 'عبد الرحمن الكواكبي،', 'ك. الرحالة،'}	{'', 'عبد الرحمن السيد'}	{'', 'الفراتى، عبد الرحمن السيد'}	"{""'Abd al-Rahman al-Kawakibi""}"	''	''
DiJeSt74656	male	1961				[]	Kayyāl, Maḥmūd	Maḥmūd	Kayyāl	Maḥmūd Kayyāl	كيال، محمود	محمود	كيال	set()	set()	set()	{'Kayyal, Mahmoud'}	'Mahmoud'	'Kayyal'
DiJeSt74663	male	1909-09-07	2003-09-28			Manhattan (New York, N.Y.)	Kazan, Elia	Elia	Kazan	Elia Kazan	كازان، اليا	اليا	كازان	set()	set()	set()	{'Kazanjoglou, Elias'}	'Elias'	'Kazanjoglou'
DiJeSt74761	male	1926	1992			[]	Kedourie, Elie	Elie	Kedourie	Elie Kedourie	قدوري، ايلي	ايلي	قدوري	set()	set()	set()	{'Kedourie, Elie'}	'Elie'	'Kedourie'
DiJeSt74924	female	1880-06-27	1968-06-01			Westport	Keller, Helen	Helen	Keller	Helen Keller	كيلر، هيلين	هيلين	كيلر	set()	set()	set()	{'KELLER, HELEN ADAMS', 'Kller, Helen Adams'}	'HELEN ADAMS', 'Helen Adams'	'KELLER', 'Kller'
DiJeSt75084	female	1938	2015-11-03			[]	Kenaan-Kedar, Nurith	Nurith	Kenaan-Kedar	Nurith Kenaan-Kedar	كنعان كدر، نوريت	نوريت	كنعان كدر	{'كدر، نوريت كنعان'}	{'نوريت كنعان'}	{'كدر، نوريت كنعان'}	{'Kenaʻan, Nurit', 'Kedar, Nurith Kenaan-'}	'Nurit', 'Nurith Kenaan-'	'Kedar', 'Kenaʻan'
DiJeSt75144	male	1917-05-29	1963-11-22			Dallas (Tex.)	Kennedy, John F.	John F.	Kennedy	John F. Kennedy	كنيدى، جون فيتز جيرالد	جون فيتز جيرالد	كنيدى	{'كندى، جون فيتسجرلد', 'كيندى، جون', 'كنيدى، جون'}	{'جون', 'جون فيتسجرلد'}	{'كندى، جون فيتسجرلد', 'كيندى، جون', 'كنيدى، جون'}	{'KENNEDY, JOHN FITZGERALD', 'J.F.K.', 'Jfk', 'Kennedy, John Fitzgerald'}	'', 'JOHN FITZGERALD', 'John Fitzgerald'	'', 'KENNEDY', 'Kennedy'
DiJeSt75158	female					[]	Kennedy, Susan	Susan	Kennedy	Susan Kennedy	كيندي، سوزان	سوزان	كيندي	set()	set()	set()	set()	set()	set()
DiJeSt75267	male					[]	Keren, Yehezkel	Yehezkel	Keren	Yehezkel Keren	كيرين، يحيزكيل	يحيزكيل	كيرين	{'كرن، يحزكيل'}	{'يحزكيل'}	{'كرن، يحزكيل'}	"{'Ḳeren, Y.', ""Keren, Yechzk'el"", 'Rogalsḳi, Yeḥezḳel Ḳeren', 'Kīrīn, Yiḥīzkīl', 'Keren, I.', 'Keren, Iejezkel'}"	"'Iejezkel', 'I.', 'Yeḥezḳel Ḳeren', 'Yiḥīzkīl', ""Yechzk'el"", 'Y.'"	'Ḳeren', 'Kīrīn', 'Keren', 'Rogalsḳi'
DiJeSt75280	male	1967				[]	Keret, Etgar	Etgar	Keret	Etgar Keret	كيريت، اتغار	اتغار	كيريت	{'كرت، اتگار'}	{'اتگار'}	{'كرت، اتگار'}	{'Kerrett, Etgar'}	'Etgar'	'Kerrett'
DiJeSt75389	female					[]	Keshet, Shula	Shula	Keshet	Shula Keshet	كيشيت، شولا	شولا	كيشيت	{'كاشي، شولا', 'كيشت، شولا'}	{'شولا'}	{'كاشي، شولا', 'كيشت، شولا'}	{'Keshet, Shulamit', 'Keshet, Shulah'}	'Shulah', 'Shulamit'	'Keshet'
DiJeSt75512	male	1943				[]	Kfir, Ilan	Ilan	Kfir	Ilan Kfir	كفير، ايلان	ايلان	كفير	set()	set()	set()	{'Kafir, Ilan', 'Kefir, Ilan'}	'Ilan'	'Kefir', 'Kafir'
DiJeSt75532	male	1933	1991-01-14			Tunis (Tunisia)	Abū Iyād				أبو اياد،			{'خلف، صلاح'}	{'صلاح'}	{'خلف، صلاح'}	{'Abu Ayyad', 'Abou Iyad', 'Khalaf, Ṣalāḥ', 'Abu Ayad'}	'', 'Ṣalāḥ'	'', 'Khalaf'
DiJeSt75555	female	1941				[]	Khalīfah, Saḥar	Saḥar	Khalīfah	Saḥar Khalīfah	خليفة، سحر	سحر	خليفة	set()	set()	set()	{'Khalifeh, Sahar', 'Khalifa, Sahar', 'Sahar Khalifah'}	'', 'Sahar'	'Khalifa', '', 'Khalifeh'
DiJeSt75610	male					[]	Khaṭṭāb, Nabīl Mūsá	Nabīl Mūsá	Khaṭṭāb	Nabīl Mūsá Khaṭṭāb	خطاب، نبيل	نبيل	خطاب	set()	set()	set()	"{""Ha'atab, Nabil""}"	'Nabil'	"""Ha'atab"""
DiJeSt75679	male	1894	1971			Moscow (Russia)	Khrushchev, Nikita Sergeevich	Nikita Sergeevich	Khrushchev	Nikita Sergeevich Khrushchev	خروشتشوف، نيكيتا سرجيفيتش	نيكيتا سرجيفيتش	خروشتشوف	{'خروشوف، نيكيتا سرجيفيتش', 'خروتشوف، نيكيتا سرجيفيتش'}	{'نيكيتا سرجيفيتش'}	{'خروشوف، نيكيتا سرجيفيتش', 'خروتشوف، نيكيتا سرجيفيتش'}	{'Chruschtschow, Nikita Sergeevich', 'Kruschev, Nikita Sergeevich', 'Khrouchtchev, Nikita Sergeevich', 'Chruszczow, Nikita Sergeevich', 'KHRUSHCHOV, NIKITA SERGEEVICH', 'Khrushchov, Nikita Sergeevich'}	'NIKITA SERGEEVICH', 'Nikita Sergeevich'	'Chruszczow', 'Khrouchtchev', 'KHRUSHCHOV', 'Kruschev', 'Chruschtschow', 'Khrushchov'
DiJeSt75859	male	1912-04-15	1994-07-08			P'yŏngyang (Korea)	Kim, Il-sŏng	Il-sŏng	Kim	Il-sŏng Kim	كيم، ايل سونج	ايل سونج	كيم	set()	set()	set()	"{'Sungh, Kim Il', 'Kim, Il Sung', 'Kimu, Iruson', 'Kim, Sŏng-ju', 'Kim, Il-Sung', ""Chin, Jih-Ch'eng"", 'Sung, Kim Il', 'Kim, Jl-sung', 'Kīm, Īl Sūngh', 'Kin, Nissei', 'Kim, Ir-sen'}"	"'Ir-sen', 'Il-Sung', ""Jih-Ch'eng"", 'Nissei', 'Īl Sūngh', 'Sŏng-ju', 'Jl-sung', 'Kim Il', 'Iruson', 'Il Sung'"	'Kim', 'Sung', 'Chin', 'Kīm', 'Kin', 'Sungh', 'Kimu'
DiJeSt75937	male	1939	2007			[]	Kimmerling, Baruch	Baruch	Kimmerling	Baruch Kimmerling	كمرلنغ، باروخ	باروخ	كمرلنغ	{'كيمرلنغ، باروخ', 'كيمرلينغ، باروخ', 'كيميرلنج، باروخ'}	{'باروخ'}	{'كيمرلنغ، باروخ', 'كيمرلينغ، باروخ', 'كيميرلنج، باروخ'}	{'Kimmerling, Barukh'}	'Barukh'	'Kimmerling'
DiJeSt75943	male					[]	Kinberg, Naphtali	Naphtali	Kinberg	Naphtali Kinberg	كينبرغ، نفتالي	نفتالي	كينبرغ	set()	set()	set()	set()	set()	set()
DiJeSt75996	male	1929	1968			[]	King, Martin Luther	Martin Luther	King	Martin Luther King	كنغ، مارتن لوثر	مارتن لوثر	كنغ	set()	set()	set()	set()	set()	set()
